dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,label,predicted
0.9583333333333334,0.6666666666666666,0.2,0.4230769230769231,0.9166666666666666,0.5416666666666666,0.2,0.21739130434782608,0.38461538461538464,0.7083333333333334,0.2916666666666667,0.5833333333333334,1.0,0.30434782608695654,0.72,0.2692307692307692,1,8
0.8333333333333334,0.25925925925925924,0.84,0.3076923076923077,0.20833333333333334,0.375,0.72,0.2608695652173913,0.7307692307692307,0.4583333333333333,0.9166666666666666,0.8333333333333334,0.12,0.6956521739130435,0.72,0.8846153846153846,1,8
0.375,0.18518518518518517,0.92,0.38461538461538464,0.7916666666666666,0.5833333333333334,0.4,0.6086956521739131,0.23076923076923078,0.6666666666666666,0.4166666666666667,0.25,0.92,0.782608695652174,0.24,0.6538461538461539,1,0
0.16666666666666666,0.6296296296296297,0.32,0.2692307692307692,0.25,0.5416666666666666,0.64,0.08695652173913043,0.6153846153846154,0.4583333333333333,0.2916666666666667,0.75,0.52,0.8260869565217391,0.32,0.15384615384615385,1,0
0.7916666666666666,0.48148148148148145,0.24,0.15384615384615385,0.6666666666666666,0.4166666666666667,0.48,0.43478260869565216,0.6538461538461539,0.75,0.6666666666666666,0.125,0.76,0.043478260869565216,0.04,0.4230769230769231,1,8
0.4583333333333333,0.4444444444444444,0.12,0.5769230769230769,0.7916666666666666,0.08333333333333333,0.72,0.17391304347826086,0.38461538461538464,0.5833333333333334,0.7083333333333334,0.3333333333333333,0.36,0.17391304347826086,0.8,0.7307692307692307,1,8
0.4583333333333333,0.4074074074074074,0.72,0.46153846153846156,0.9583333333333334,0.7916666666666666,0.24,0.391304347826087,0.2692307692307692,0.7916666666666666,0.9583333333333334,0.75,0.8,0.8260869565217391,0.48,0.19230769230769232,1,8
0.4583333333333333,0.18518518518518517,0.84,0.6153846153846154,0.2916666666666667,0.4583333333333333,0.6,0.6956521739130435,0.15384615384615385,0.4583333333333333,0.9166666666666666,0.75,0.92,0.7391304347826086,0.48,0.46153846153846156,1,8
0.625,0.4074074074074074,0.96,0.3076923076923077,0.4583333333333333,0.75,0.48,0.391304347826087,0.2692307692307692,0.08333333333333333,0.5833333333333334,0.4583333333333333,0.4,0.6956521739130435,0.12,0.23076923076923078,1,8
0.4583333333333333,0.2222222222222222,0.56,0.46153846153846156,0.75,0.4583333333333333,0.52,0.13043478260869565,0.15384615384615385,0.4166666666666667,0.20833333333333334,0.8333333333333334,0.72,0.08695652173913043,0.84,0.9230769230769231,1,7
0.9583333333333334,0.8148148148148148,0.36,0.8461538461538461,0.4166666666666667,0.4166666666666667,0.04,0.9130434782608695,0.9230769230769231,0.9583333333333334,0.08333333333333333,0.9583333333333334,0.36,0.8260869565217391,0.4,0.8076923076923077,1,8
0.5,0.8148148148148148,0.8,0.38461538461538464,0.3333333333333333,0.3333333333333333,0.6,0.6521739130434783,0.6153846153846154,0.4583333333333333,0.9583333333333334,0.08333333333333333,0.68,0.9130434782608695,0.08,0.7692307692307693,1,8
0.3333333333333333,0.8148148148148148,0.4,0.4230769230769231,0.4583333333333333,0.08333333333333333,0.48,0.9565217391304348,0.3076923076923077,0.25,0.75,0.7083333333333334,1.0,0.5217391304347826,0.08,0.9230769230769231,1,8
0.20833333333333334,0.7407407407407407,0.32,0.6153846153846154,0.6666666666666666,0.875,0.12,0.5652173913043478,0.6538461538461539,0.5,0.9583333333333334,1.0,0.36,0.7391304347826086,0.08,0.19230769230769232,1,9
0.875,0.4444444444444444,0.6,0.3076923076923077,0.3333333333333333,0.8333333333333334,0.28,0.5652173913043478,0.19230769230769232,0.4583333333333333,0.25,1.0,0.92,0.30434782608695654,0.84,0.9615384615384616,1,8
0.7083333333333334,0.8518518518518519,0.72,0.23076923076923078,0.16666666666666666,0.9583333333333334,0.16,0.391304347826087,0.19230769230769232,0.5,0.875,0.20833333333333334,0.4,0.043478260869565216,0.32,0.2692307692307692,1,8
0.7083333333333334,0.14814814814814814,0.12,0.23076923076923078,0.875,0.16666666666666666,0.8,0.17391304347826086,0.6153846153846154,0.6666666666666666,0.2916666666666667,0.08333333333333333,0.44,0.17391304347826086,0.36,0.9615384615384616,2,8
0.7083333333333334,0.14814814814814814,0.12,0.23076923076923078,0.875,0.16666666666666666,0.8,0.17391304347826086,0.6153846153846154,0.6666666666666666,0.2916666666666667,0.08333333333333333,0.44,0.17391304347826086,0.36,0.9615384615384616,2,8
0.5416666666666666,0.037037037037037035,0.52,0.15384615384615385,0.4166666666666667,0.3333333333333333,0.28,0.7391304347826086,0.7307692307692307,0.625,0.625,0.375,0.64,0.4782608695652174,0.56,0.7692307692307693,2,8
0.5,0.7407407407407407,0.44,0.7692307692307693,0.041666666666666664,0.2916666666666667,0.4,0.4782608695652174,0.6538461538461539,0.125,0.5,0.2916666666666667,0.24,0.8695652173913043,0.84,0.19230769230769232,2,2
0.625,0.7037037037037037,0.76,0.8846153846153846,0.25,0.9166666666666666,0.6,0.30434782608695654,0.8846153846153846,0.625,0.08333333333333333,0.041666666666666664,0.16,0.5217391304347826,0.88,0.23076923076923078,2,9
0.20833333333333334,0.7407407407407407,0.52,0.23076923076923078,0.375,0.08333333333333333,0.64,0.17391304347826086,0.7307692307692307,0.125,0.5833333333333334,0.75,0.72,0.6956521739130435,0.76,0.07692307692307693,2,2
0.041666666666666664,0.4444444444444444,0.48,0.8846153846153846,0.6666666666666666,0.4583333333333333,0.76,0.6086956521739131,0.19230769230769232,0.4166666666666667,0.16666666666666666,0.125,0.72,0.21739130434782608,0.68,0.23076923076923078,2,2
0.9166666666666666,0.1111111111111111,0.72,0.7692307692307693,0.375,0.6666666666666666,0.32,1.0,0.6538461538461539,0.08333333333333333,0.5,0.5416666666666666,0.28,0.7391304347826086,0.56,0.11538461538461539,2,2
0.2916666666666667,0.25925925925925924,0.64,0.23076923076923078,0.7083333333333334,0.4166666666666667,0.32,0.7391304347826086,0.46153846153846156,0.7083333333333334,0.625,0.6666666666666666,0.84,0.5652173913043478,0.84,0.5384615384615384,2,8
0.16666666666666666,0.25925925925925924,0.4,0.5384615384615384,0.375,0.9583333333333334,0.08,0.6956521739130435,0.23076923076923078,0.5416666666666666,0.9583333333333334,0.4166666666666667,0.96,0.6956521739130435,0.92,0.23076923076923078,2,2
0.16666666666666666,0.7407407407407407,0.76,0.07692307692307693,0.5833333333333334,0.9583333333333334,0.08,0.30434782608695654,0.46153846153846156,0.9166666666666666,0.25,0.9583333333333334,0.88,0.30434782608695654,0.36,0.23076923076923078,2,6
0.375,0.4074074074074074,0.68,0.5384615384615384,1.0,0.375,0.36,0.13043478260869565,0.38461538461538464,0.9583333333333334,0.0,0.8333333333333334,0.64,0.782608695652174,0.76,0.15384615384615385,2,2
0.4583333333333333,0.18518518518518517,0.48,0.2692307692307692,0.2916666666666667,0.5416666666666666,0.44,0.5652173913043478,0.7307692307692307,0.5833333333333334,0.75,0.16666666666666666,0.52,0.5217391304347826,0.24,0.8076923076923077,2,8
0.7083333333333334,0.5185185185185185,0.56,0.8461538461538461,0.5833333333333334,0.6666666666666666,0.2,0.9565217391304348,0.38461538461538464,0.2916666666666667,0.041666666666666664,0.625,0.72,0.17391304347826086,0.64,0.23076923076923078,2,2
0.4166666666666667,0.037037037037037035,0.4,0.23076923076923078,0.2916666666666667,0.5,0.48,0.4782608695652174,0.7692307692307693,0.5,0.75,0.3333333333333333,0.68,0.5652173913043478,0.4,0.9230769230769231,2,8
0.3333333333333333,0.1111111111111111,0.76,0.15384615384615385,0.75,0.375,0.6,0.6086956521739131,0.4230769230769231,0.75,0.20833333333333334,0.6666666666666666,0.44,0.5652173913043478,0.68,0.6923076923076923,2,8
0.6666666666666666,0.5925925925925926,0.64,0.5,0.08333333333333333,0.8333333333333334,0.0,0.5217391304347826,0.5384615384615384,0.5833333333333334,0.041666666666666664,0.08333333333333333,0.32,0.30434782608695654,0.92,0.15384615384615385,2,2
